1	 1	 1	 1	0	 0	 0	
2	 1	 1	 1	0	 5.000000e-02	 0	
3	 1	 1	 1	0	 1.000000e-01	 0	
4	 1	 1	 1	0	 1.500000e-01	 0	
5	 1	 1	 1	0	 2.000000e-01	 0	
6	 1	 1	 1	0	 2.500000e-01	 0	
7	 1	 1	 1	0	 3.000000e-01	 0	
8	 1	 1	 1	0	 3.500000e-01	 0	
9	 1	 1	 1	0	 4.000000e-01	 0	
10	 1	 1	 1	0	 4.500000e-01	 0	
11	 1	 1	 1	0	 5.000000e-01	 0	
12	 0	 0	 1	5.000000e-02	 0	 0	
13	 0	 0	 1	5.000000e-02	 5.000000e-02	 0	
14	 0	 0	 1	5.000000e-02	 1.000000e-01	 0	
15	 0	 0	 1	5.000000e-02	 1.500000e-01	 0	
16	 0	 0	 1	5.000000e-02	 2.000000e-01	 0	
17	 0	 0	 1	5.000000e-02	 2.500000e-01	 0	
18	 0	 0	 1	5.000000e-02	 3.000000e-01	 0	
19	 0	 0	 1	5.000000e-02	 3.500000e-01	 0	
20	 0	 0	 1	5.000000e-02	 4.000000e-01	 0	
21	 0	 0	 1	5.000000e-02	 4.500000e-01	 0	
22	 0	 0	 1	5.000000e-02	 5.000000e-01	 0	
23	 0	 0	 1	1.000000e-01	 0	 0	
24	 0	 0	 1	1.000000e-01	 5.000000e-02	 0	
25	 0	 0	 1	1.000000e-01	 1.000000e-01	 0	
26	 0	 0	 1	1.000000e-01	 1.500000e-01	 0	
27	 0	 0	 1	1.000000e-01	 2.000000e-01	 0	
28	 0	 0	 1	1.000000e-01	 2.500000e-01	 0	
29	 0	 0	 1	1.000000e-01	 3.000000e-01	 0	
30	 0	 0	 1	1.000000e-01	 3.500000e-01	 0	
31	 0	 0	 1	1.000000e-01	 4.000000e-01	 0	
32	 0	 0	 1	1.000000e-01	 4.500000e-01	 0	
33	 0	 0	 1	1.000000e-01	 5.000000e-01	 0	
34	 0	 0	 1	1.500000e-01	 0	 0	
35	 0	 0	 1	1.500000e-01	 5.000000e-02	 0	
36	 0	 0	 1	1.500000e-01	 1.000000e-01	 0	
37	 0	 0	 1	1.500000e-01	 1.500000e-01	 0	
38	 0	 0	 1	1.500000e-01	 2.000000e-01	 0	
39	 0	 0	 1	1.500000e-01	 2.500000e-01	 0	
40	 0	 0	 1	1.500000e-01	 3.000000e-01	 0	
41	 0	 0	 1	1.500000e-01	 3.500000e-01	 0	
42	 0	 0	 1	1.500000e-01	 4.000000e-01	 0	
43	 0	 0	 1	1.500000e-01	 4.500000e-01	 0	
44	 0	 0	 1	1.500000e-01	 5.000000e-01	 0	
45	 0	 0	 1	2.000000e-01	 0	 0	
46	 0	 0	 1	2.000000e-01	 5.000000e-02	 0	
47	 0	 0	 1	2.000000e-01	 1.000000e-01	 0	
48	 0	 0	 1	2.000000e-01	 1.500000e-01	 0	
49	 0	 0	 1	2.000000e-01	 2.000000e-01	 0	
50	 0	 0	 1	2.000000e-01	 2.500000e-01	 0	
51	 0	 0	 1	2.000000e-01	 3.000000e-01	 0	
52	 0	 0	 1	2.000000e-01	 3.500000e-01	 0	
53	 0	 0	 1	2.000000e-01	 4.000000e-01	 0	
54	 0	 0	 1	2.000000e-01	 4.500000e-01	 0	
55	 0	 0	 1	2.000000e-01	 5.000000e-01	 0	
56	 0	 0	 1	2.500000e-01	 0	 0	
57	 0	 0	 1	2.500000e-01	 5.000000e-02	 0	
